taxon_name,aus_native
Daviesia lineata,TRUE
Daviesia localis,TRUE
Daviesia longifolia,TRUE
Daviesia major,TRUE
Daviesia megacalyx,TRUE
Daviesia mesophylla,TRUE
Daviesia microcarpa,TRUE
Daviesia microphylla,TRUE
Daviesia mimosoides,TRUE
Daviesia mimosoides subsp. acris,TRUE
Daviesia mimosoides subsp. mimosoides,TRUE
Daviesia mollis,TRUE
Daviesia nematophylla,TRUE
Daviesia newbeyi,TRUE
Daviesia nova-anglica,TRUE
Daviesia nudiflora,TRUE
Daviesia obovata,TRUE
Daviesia oppositifolia,TRUE
Daviesia ovata,TRUE
Daviesia oxyclada,TRUE
Daviesia oxylobium,TRUE
Daviesia pachyloma,TRUE
Daviesia pachyphylla,TRUE
Daviesia pauciflora,TRUE
Daviesia pectinata,TRUE
Daviesia pedunculata,TRUE
Daviesia physodes,TRUE
Daviesia pleurophylla,TRUE
Daviesia podophylla,TRUE
Daviesia polyphylla,TRUE
Daviesia preissii,TRUE
Daviesia pseudaphylla,TRUE
Daviesia pteroclada,TRUE
Daviesia pubigera,TRUE
Daviesia purpurascens,TRUE
Daviesia quadrilatera,TRUE
Daviesia quoquoversus,TRUE
Daviesia ramosissima,TRUE
Daviesia reclinata,TRUE
Daviesia retrorsa,TRUE
Daviesia rhizomata,TRUE
Daviesia rhombifolia,TRUE
Daviesia rubiginosa,TRUE
Daviesia sarissa,TRUE
Daviesia sarissa subsp. sarissa,TRUE
Daviesia scoparia,TRUE
Daviesia sejugata,TRUE
Daviesia smithiorum,TRUE
Daviesia sp. Calliope (N.Gibson TOI308),TRUE
Daviesia sp. Isla Gorge (K.R.McDonald KRM231),TRUE
Daviesia sp. Kanandah (R.Davis 10604),TRUE
Daviesia sp. Subulata (T.R.Lally & B.J.Lepschi 1091),TRUE
Daviesia speciosa,TRUE
Daviesia spinosissima,TRUE
Daviesia spiralis,TRUE
Daviesia squarrosa,TRUE
Daviesia squarrosa,TRUE
Daviesia villifera,TRUE
Daviesia striata,TRUE
Daviesia stricta,TRUE
Daviesia suaveolens,TRUE
Daviesia teretifolia,TRUE
Daviesia tortuosa,TRUE
Daviesia triflora,TRUE
Daviesia trigonophylla,TRUE
Daviesia ulicifolia,TRUE
Daviesia ulicifolia subsp. aridicola,TRUE
Daviesia ulicifolia subsp. incarnata,TRUE
Daviesia ulicifolia subsp. pilligensis,TRUE
Daviesia ulicifolia subsp. ruscifolia,TRUE
Daviesia ulicifolia subsp. stenophylla,TRUE
Daviesia ulicifolia subsp. ulicifolia,TRUE
Daviesia umbellulata,TRUE
Daviesia umbonata,TRUE
Daviesia uncinata,TRUE
Daviesia uniflora,TRUE
Daviesia villifera,TRUE
Daviesia leptophylla,TRUE
Daviesia wyattiana,TRUE
Debregeasia australis,TRUE
Decaisnina angustata,TRUE
Decaisnina biangulata,TRUE
Decaisnina brittenii,TRUE
Decaisnina congesta,TRUE
Decaisnina hollrungii,TRUE
Decaisnina triflora,TRUE
Decaisnina triflora,TRUE
Decaisnina signata,TRUE
Decaisnina signata subsp. cardiophylla,TRUE
Decaisnina signata subsp. signata,TRUE
Decaisnina triflora,TRUE
Decaneuropsis obovata,TRUE
Decaschistia byrnesii,TRUE
Decaschistia occidentalis,TRUE
Decaschistia peninsularis,TRUE
Decaspermum humile,TRUE
Decaspermum humile,TRUE
Decaspermum struckoilicum,TRUE
Decazesia hecatocephala,TRUE
Deeringia amaranthoides,TRUE
Deeringia arborescens,TRUE
Deeringia amaranthoides,TRUE
Delairea odorata,FALSE
Delarbrea michieana,TRUE
Delarbrea paradoxa,FALSE
Delonix regia,FALSE
Delosperma vinaceum,FALSE
Dendrobium aemulum,TRUE
Dendrobium kingianum,TRUE
Dendrobium speciosum,TRUE
Dockrillia teretifolia,TRUE
Dendrobium x delicatum,TRUE
Dendrocnide corallodesme,TRUE
Dendrocnide cordata,TRUE
Dendrocnide cordifolia,TRUE
Dendrocnide excelsa,TRUE
Dendrocnide moroides,TRUE
Dendrocnide peltata,TRUE
Dendrocnide peltata var. murrayana,TRUE
Dendrocnide peltata var. peltata,TRUE
Dendrocnide photiniphylla,TRUE
Dendrocnide photiniphylla,TRUE
Dendrocnide sinuata,TRUE
Dendrolobium arbuscula,TRUE
Dendrolobium cheelii,TRUE
Dendrolobium multiflorum,TRUE
Dendrolobium polyneurum,TRUE
Dendrolobium stipatum,TRUE
Dendrolobium umbellatum,TRUE
Dendrolobium umbellatum var. umbellatum,TRUE
Dendromyza reinwardtiana,TRUE
Dendrophthoe acacioides,TRUE
Dendrophthoe acacioides subsp. acacioides,TRUE
Dendrophthoe acacioides subsp. longifolia,TRUE
Dendrophthoe curvata,TRUE
Dendrophthoe curvata,TRUE
Dendrophthoe glabrescens,TRUE
Dendrophthoe homoplastica,TRUE
Dendrophthoe odontocalyx,TRUE
Dendrophthoe vitellina,TRUE
Dendrotrophe varians,TRUE
Denhamia bilocularis,TRUE
Denhamia bilocularis x Denhamia silvestris,TRUE
Denhamia celastroides,TRUE
Denhamia cunninghamii,TRUE
Denhamia disperma,TRUE
Denhamia fasciculiflora,TRUE
Denhamia ferdinandii,TRUE
Denhamia moorei,TRUE
Denhamia obscura,TRUE
Denhamia oleaster,TRUE
Denhamia parvifolia,TRUE
Denhamia pittosporoides,TRUE
Denhamia pittosporoides subsp. angustifolia,TRUE
Denhamia pittosporoides subsp. pittosporoides,TRUE
Denhamia silvestris,TRUE
Denhamia sp. Jardine River (B.P.Hyland 10250),TRUE
Denhamia sp. Junee Tableland (T.J.McDonald 553),TRUE
Denhamia viridissima,TRUE
Dennstaedtia davallioides,TRUE
Dentella arnhemensis MS,TRUE
Dentella asperata,TRUE
Dentella browniana,TRUE
Dentella dioeca,TRUE
Dentella minutissima,TRUE
Dentella misera,TRUE
Dentella pulvinata,TRUE
Dentella repens,TRUE
Dentella serpyllifolia,TRUE
Deparia petersenii,TRUE
Deparia petersenii subsp. congrua,TRUE
Deplanchea tetraphylla,TRUE
Derris elliptica,TRUE
Solori involuta,TRUE
Solori koolgibberah,TRUE
Derris rubrocalyx,TRUE
Solori involuta,TRUE
Derris sp. Claudie River (L.J.Webb+ 8348),TRUE
Derris sp. Daintree (D.E.Boyland+ 469),TRUE
Derris trifoliata,TRUE
Veronica arcuata,TRUE
Veronica derwentiana,TRUE
Veronica derwentiana subsp. derwentiana,TRUE
Veronica derwentiana subsp. maideniana,TRUE
Veronica derwentiana subsp. subglauca,TRUE
Veronica nivea,TRUE
Veronica perfoliata,TRUE
Deschampsia antarctica,TRUE
Deschampsia cespitosa,TRUE
Deschampsia cespitosa,TRUE
Deschampsia chapmanii,TRUE
Deschampsia gracillima,TRUE
Descurainia sophia,FALSE
Desmanthus pernambucanus,FALSE
Desmanthus virgatus,FALSE
Catapodium rigidum,FALSE
Desmocladus asper,TRUE
Desmocladus austrinus,TRUE
Desmocladus biformis,TRUE
Desmocladus castaneus,TRUE
Desmocladus confertospicatus,TRUE
Desmocladus diacolpicus,TRUE
Desmocladus elongatus,TRUE
Desmocladus eludens,TRUE
Desmocladus eyreanus,TRUE
Desmocladus fasciculatus,TRUE
Desmocladus ferruginipes,TRUE
Desmocladus flexuosus,TRUE
Desmocladus glomeratus,TRUE
Desmocladus lateriflorus,TRUE
Desmocladus lateriticus,TRUE
Desmocladus laxiflorus,TRUE
Desmocladus microcarpus,TRUE
Desmocladus myriocladus,TRUE
Desmocladus nodatus,TRUE
Desmocladus parthenicus,TRUE
Desmocladus quiricanus,TRUE
Desmocladus semiplanus,TRUE
Desmocladus virgatus,TRUE
Desmodium acanthocladum,TRUE
Aphyllodium biarticulatum,TRUE
Desmodium brachypodum,TRUE
Desmodium brownii,TRUE
Desmodium campylocaulon,TRUE
Desmodium cinereum,FALSE
Desmodium distortum,FALSE
Desmodium filiforme,TRUE
Desmodium flagellare,TRUE
Desmodium gangeticum,TRUE
Desmodium glareosum,TRUE
Desmodium gunnii,TRUE
Desmodium hannii,TRUE
Desmodium heterocarpon,TRUE
Desmodium heterocarpon var. heterocarpon,TRUE
Desmodium heterocarpon var. strigosum,TRUE
Desmodium heterophyllum,FALSE
Desmodium incanum,FALSE
Desmodium intortum,FALSE
Desmodium macrocarpum,TRUE
Desmodium microphyllum,TRUE
Desmodium muelleri,TRUE
Desmodium nemorosum,TRUE
Dendrolobium polyneurum,TRUE
Phyllodium pulchellum,TRUE
Desmodium pullenii,TRUE
Desmodium pycnotrichum,TRUE
Desmodium rhytidophyllum,TRUE
Desmodium scorpiurus,FALSE
Desmodium strigillosum,FALSE
Desmodium tenax,TRUE
Desmodium tiwiense,TRUE
Desmodium tortuosum,FALSE
Desmodium trichostachyum,TRUE
Desmodium triflorum,FALSE
Desmodium uncinatum,FALSE
Desmodium varians,TRUE
Desmodium velutinum,TRUE
Desmos goezeanus,TRUE
Desmos polycarpus,TRUE
Desmos wardianus,TRUE
Desmostachya bipinnata,FALSE
Deutzia crenata,FALSE
Deyeuxia frigida,TRUE
Deyeuxia acuminata,TRUE
Deyeuxia affinis,TRUE
Deyeuxia angustifolia,TRUE
Deyeuxia appressa,TRUE
Deyeuxia apsleyensis,TRUE
Deyeuxia scaberula,TRUE
Deyeuxia boormanii,TRUE
Deyeuxia brachyathera,TRUE
Deyeuxia breviglumis,TRUE
Deyeuxia carinata,TRUE
Deyeuxia contracta,TRUE
Deyeuxia crassiuscula,TRUE
Deyeuxia decipiens,TRUE
Deyeuxia densa,TRUE
Deyeuxia drummondii,TRUE
Deyeuxia frigida,TRUE
Deyeuxia gunniana,TRUE
Deyeuxia imbricata,TRUE
Deyeuxia inaequalis,TRUE
Deyeuxia innominata,TRUE
Deyeuxia lawrencei,TRUE
Deyeuxia mckiei,TRUE
Deyeuxia mesathera,TRUE
Deyeuxia microseta,TRUE
Deyeuxia minor,TRUE
Deyeuxia monticola,TRUE
Deyeuxia monticola,TRUE
Deyeuxia valida,TRUE
Deyeuxia nudiflora,TRUE
Deyeuxia parviseta,TRUE
Deyeuxia boormanii,TRUE
Deyeuxia parviseta var. parviseta,TRUE
Deyeuxia pungens,TRUE
Deyeuxia quadriseta,TRUE
Deyeuxia ramosa,TRUE
Deyeuxia reflexa,TRUE
Deyeuxia rodwayi,TRUE
Deyeuxia scaberula,TRUE
"Deyeuxia sp. Croajingolong (J.E.Kemp s.n., 13 Feb. 1991)",TRUE
Deyeuxia talariata,TRUE
Deyeuxia valida,TRUE
Dianella revoluta var. revoluta,TRUE
Dianella amoena,TRUE
Dianella atraxis,TRUE
Dianella bambusifolia,TRUE
Dianella brevicaulis,TRUE
Dianella brevipedunculata,TRUE
Dianella caerulea,TRUE
Dianella caerulea var. aquilonia,TRUE
Dianella caerulea var. assera,TRUE
Dianella caerulea var. caerulea,TRUE
Dianella caerulea var. cinerascens,TRUE
Dianella caerulea var. petasmatodes,TRUE
Dianella caerulea var. producta,TRUE
Dianella caerulea var. protensa,TRUE
Dianella caerulea var. Theresa Creek (W.G.Trapnell 269),TRUE
Dianella caerulea var. vannata,TRUE
Dianella callicarpa,TRUE
Dianella congesta,TRUE
Dianella crinoides,TRUE
Dianella fruticans,TRUE
Dianella incollata,TRUE
Dianella intermedia,TRUE
Dianella longifolia var. longifolia,TRUE
Dianella caerulea var. caerulea,TRUE
Dianella longifolia,TRUE
Dianella longifolia var. fragrans,TRUE
Dianella longifolia var. grandis,TRUE
Dianella longifolia var. longifolia,TRUE
Dianella porracea,TRUE
Dianella longifolia var. stenophylla,TRUE
Dianella longifolia var. stupata,TRUE
Dianella longifolia var. surculosa,TRUE
Dianella nervosa,TRUE
Dianella odorata,TRUE
Dianella pavopennacea,TRUE
Dianella pavopennacea var. major,TRUE
Dianella pavopennacea var. pavopennacea,TRUE
Dianella pavopennacea var. robusta,TRUE
Dianella porracea,TRUE
Dianella prunina,TRUE
Dianella rara,TRUE
Dianella revoluta,TRUE
Dianella brevicaulis,TRUE
Dianella revoluta var. divaricata,TRUE
Dianella revoluta var. minor,TRUE
Dianella revoluta var. revoluta,TRUE
Dianella revoluta var. tenuis,TRUE
Dianella revoluta var. vinosa,TRUE
Dianella longifolia var. grandis,TRUE
Dianella longifolia var. grandis,TRUE
Dianella longifolia,TRUE
Dianella revoluta var. revoluta,TRUE
Dianella revoluta var. revoluta,TRUE
Dianella revoluta var. revoluta,TRUE
Dianella revoluta var. revoluta,TRUE
Dianella revoluta var. revoluta,TRUE
Dianella revoluta var. revoluta,TRUE
Dianella revoluta var. revoluta,TRUE
Dianella tasmanica,TRUE
Dianella tasmanica,TRUE
Dianella sp. Coastal (C.R.Alcock 3033),TRUE
Dianella tarda,TRUE
Dianella tasmanica,TRUE
Dianella tenuissima,TRUE
Dianthus armeria,FALSE
Dianthus barbatus,FALSE
Diaspasis filifolia,TRUE
Dicarpidium monoicum,TRUE
Dicarpidium sp. A Kimberley Flora (K.F.Kenneally 8686),TRUE
Dicarpidium sp. Arnhem Land (L.A.Craven 2494),TRUE
Dicarpidium sp. B Kimberley Flora (G.J.Keighery 10138),TRUE
Dicarpidium sp. Katherine Gorge (C.R.Dunlop 5225),TRUE
Dicarpidium sp. Mt Leake (T.Willing 469),TRUE
Dicarpidium sp. Purnululu (K.A.Menkhorst 766),TRUE
Dicentra formosa,FALSE
Aphyllodium biarticulatum,TRUE
Dichanthium sericeum,TRUE
Dichanthium annulatum,FALSE
Dichanthium aristatum,FALSE
Dichanthium caricosum,FALSE
Dichanthium fecundum,TRUE
Dichanthium queenslandicum,TRUE
Dichanthium sericeum,TRUE
Dichanthium sericeum subsp. humilius,TRUE
Dichanthium sericeum subsp. polystachyum,TRUE
Dichanthium sericeum subsp. sericeum,TRUE
Dichanthium setosum,TRUE
Dichanthium tenue,TRUE
Dichanthium sericeum subsp. polystachyum,TRUE
Dichapetalum papuanum,TRUE
Dichapetalum timoriense,TRUE
Dichapetalum timoriense,TRUE
Dichelachne crinita,TRUE
Dichelachne hirtella,TRUE
Dichelachne inaequiglumis,TRUE
Dichelachne micrantha,TRUE
Dichelachne parva,TRUE
Dichelachne rara,TRUE
Dichelachne robusta,TRUE
Dichelachne micrantha,TRUE
Dichelachne sieberiana,TRUE
Dichelachne sp. Brisbane (B.K.Simon 3221),TRUE
Dichondra repens,TRUE
Dichondra sp. Inglewood (J.M.Dalby 86/93),TRUE
Dichondra sp. Inglewood (J.M.Dalby 86/93),TRUE
Dichondra sp. Inglewood (J.M.Dalby 86/93),TRUE
Dichopogon capillipes,TRUE
Arthropodium fimbriatum,TRUE
Dichopogon preissii,TRUE
Arthropodium strictum,TRUE
Dichopogon tyleri,TRUE
Dichorisandra thyrsiflora,FALSE
Dichosciadium ranunculaceum,TRUE
Dichosciadium ranunculaceum var. ranunculaceum,TRUE
Dichosciadium ranunculaceum var. tasmanicum,TRUE
Dichrocephala integrifolia,FALSE
Dichromochlamys dentatifolia,TRUE
Dichrostachys cinerea,TRUE
Dichrostachys cinerea subsp. malesiana,TRUE
Dichrostachys spicata,TRUE
Dicksonia antarctica,TRUE
Dicksonia herbertii,TRUE
Dicksonia youngiae,TRUE
Dicladanthera forrestii,TRUE
Dicladanthera glabra,TRUE
Dicliptera armata,TRUE
Dicliptera arnhemica,TRUE
Dicliptera australis,TRUE
Dicliptera chinensis,FALSE
Dicliptera ciliata,TRUE
Dicliptera glabra,TRUE
Dicliptera maclearii,TRUE
Dicliptera miscella,TRUE
Dicliptera spicata,TRUE
Dicranopteris linearis,TRUE
Dicranopteris linearis var. linearis,TRUE
Dicranopteris linearis var. subferruginea,TRUE
Dicrastylis archeri,TRUE
Dicrastylis beveridgei,TRUE
Dicrastylis brunnea,TRUE
Dicrastylis capitellata,TRUE
Dicrastylis cordifolia,TRUE
Dicrastylis corymbosa,TRUE
Dicrastylis costelloi,TRUE
Dicrastylis cundeeleensis,TRUE
Dicrastylis doranii,TRUE
Dicrastylis exsuccosa,TRUE
Dicrastylis exsuccosa,TRUE
Dicrastylis flexuosa,TRUE
Dicrastylis fulva,TRUE
Dicrastylis gilesii,TRUE
Dicrastylis globiflora,TRUE
Dicrastylis incana,TRUE
Dicrastylis kumarinensis,TRUE
Dicrastylis lewellinii,TRUE
Dicrastylis linearifolia,TRUE
Dicrastylis maritima,TRUE
Dicrastylis micrantha,TRUE
Dicrastylis mitchellii,TRUE
Dicrastylis nicholasii,TRUE
Dicrastylis obovata,TRUE
Dicrastylis parvifolia,TRUE
Dicrastylis gilesii,TRUE
Dicrastylis reticulata,TRUE
Dicrastylis rugosifolia,TRUE
Dicrastylis sessilifolia,TRUE
Dicrastylis soliparma,TRUE
Dicrastylis sp. Cue (A.A.Mitchell 764),TRUE
Dicrastylis sp. Denham (M.Lewis 42/92),TRUE
Dicrastylis sp. Ilkurlka (R.Davis et al. 11637),TRUE
Dicrastylis subterminalis,TRUE
Dicrastylis velutina,TRUE
Dicrastylis verticillata,TRUE
Dictymia brownii,TRUE
Dictyoneura obtusa,TRUE
Dictyoneura obtusa,TRUE
Didymanthus roei,TRUE
Didymoglossum bimarginatum,TRUE
Didymoglossum exiguum,TRUE
Didymoglossum mindorense,TRUE
Didymoglossum motleyi,TRUE
Didymoglossum tahitense,TRUE
Dielitzia tysonii,TRUE
Dielsia stenostachya,TRUE
Dielsiodoxa leucantha,TRUE
Dielsiodoxa lycopodioides,TRUE
Dielsiodoxa oligarrhenoides,TRUE
Dielsiodoxa propullulans,TRUE
Dielsiodoxa tamariscina,TRUE
Dierama pendulum,FALSE
Dierama pulcherrimum,FALSE
Dietes grandiflora,FALSE
Dietes iridioides,FALSE
Dietes robinsoniana,TRUE
Digitalis purpurea,FALSE
Digitaria abyssinica,FALSE
Digitaria aequiglumis,FALSE
Digitaria ammophila,TRUE
Digitaria baileyi,TRUE
Digitaria basaltica,TRUE
Digitaria benthamiana,TRUE
Digitaria bicornis,TRUE
Digitaria blakei,TRUE
Digitaria breviglumis,TRUE
Digitaria brownii,TRUE
Digitaria ciliaris,FALSE
Digitaria divaricatissima var. divaricatissima,TRUE
Digitaria cowiei,TRUE
Digitaria ctenantha,TRUE
Digitaria didactyla,FALSE
Digitaria diffusa,TRUE
Digitaria diminuta,TRUE
Digitaria divaricatissima,TRUE
Digitaria divaricatissima var. divaricatissima,TRUE
Digitaria divaricatissima var. macractinia,TRUE
Digitaria dolleryi,TRUE
Digitaria eriantha,FALSE
Digitaria fumida,TRUE
Digitaria gibbosa,TRUE
Digitaria hubbardii,TRUE
Digitaria hystrichoides,TRUE
Digitaria imbricata,TRUE
Digitaria insularis,FALSE
Digitaria ischaemum,FALSE
Digitaria lanceolata,TRUE
Digitaria leucostachya,TRUE
Digitaria longiflora,TRUE
Digitaria mariannensis,TRUE
Digitaria milanjiana,FALSE
Digitaria minima,TRUE
Digitaria nematostachya,TRUE
Digitaria oraria,TRUE
Digitaria orbata,TRUE
Digitaria papposa,TRUE
Digitaria parviflora,TRUE
Digitaria porrecta,TRUE
Digitaria radicosa,TRUE
Digitaria ramularis,TRUE
Digitaria sanguinalis,FALSE
Digitaria setigera,TRUE
Digitaria setigera var. setigera,TRUE
Digitaria sharpeana,TRUE
Digitaria breviglumis,TRUE
Digitaria stenostachya,TRUE
Digitaria ternata,FALSE
Digitaria nematostachya,TRUE
Digitaria veldkampiana,TRUE
Digitaria velutina,FALSE
Digitaria violascens,FALSE
Dillenia alata,TRUE
Dillwynia acerosa,TRUE
Dillwynia acicularis,TRUE
Dillwynia brunioides,TRUE
Almaleea capitata,TRUE
Dillwynia cinerascens,TRUE
Dillwynia crispii,TRUE
Dillwynia dillwynioides,TRUE
Dillwynia divaricata,TRUE
Dillwynia elegans,TRUE
Dillwynia floribunda,TRUE
Dillwynia glaberrima,TRUE
Dillwynia glaberrima,TRUE
Dillwynia glaberrima,TRUE
Dillwynia glaucula,TRUE
Dillwynia hispida,TRUE
Dillwynia juniperina,TRUE
Dillwynia laxiflora,TRUE
Dillwynia oreodoxa,TRUE
Dillwynia palustris,TRUE
Dillwynia parvifolia,TRUE
Dillwynia phylicoides,TRUE
Dillwynia phylicoides,TRUE
Dillwynia prostrata,TRUE
Dillwynia pungens,TRUE
Dillwynia ramosissima,TRUE
Dillwynia retorta,TRUE
Dillwynia phylicoides,TRUE
Dillwynia retorta,TRUE
Dillwynia rudis,TRUE
Dillwynia rupestris,TRUE
Dillwynia sericea,TRUE
Dillwynia sericea subsp. Southern Victoria (T.B.Muir 2315),TRUE
Dillwynia rudis,TRUE
Dillwynia sieberi,TRUE
Dillwynia sp. Pine Mountain (F.E.Davies 698),TRUE
Dillwynia sp. Barren Grounds (Chadwick s.n. NSW 39509),TRUE
Dillwynia sp. Capel (P.A.Jurjevich 1771),TRUE
Dillwynia sp. Coolgardie (V.E.Sands 637.3.1),TRUE
Dillwynia sp. Coujinup Hill (M.A.Burgman 1560),TRUE
Dillwynia sp. Northern Sandplains (M.Hislop 3278),TRUE
Dillwynia sp. Pine Mountain (F.E.Davies 698),TRUE
Dillwynia sp. Trichopoda (J.H.Maiden & J.L.Boorman s.n. 40290),TRUE
Dillwynia stipulifera,TRUE
Dillwynia tenuifolia,TRUE
Dillwynia uncinata,TRUE
Dimeria acinaciformis,TRUE
Dimeria chloridiformis,TRUE
Dimeria ornithopoda,TRUE
Dimeria sp. Mosquito Point (J.R.Clarkson+ 9994),TRUE
Dimeria sp. Salvator Rosa (R.J.Fensham RJF3643),TRUE
Dimocarpus australianus,TRUE
Dimorphocalyx australiensis,TRUE
Dimorphocoma minutula,TRUE
Dimorphotheca ecklonis,FALSE
Dimorphotheca fruticosa,FALSE
Dimorphotheca jucunda,FALSE
Dimorphotheca pluvialis,FALSE
Dimorphotheca sinuata,FALSE
Dinebra decipiens,TRUE
Dinebra divaricatissima,TRUE
Dinebra ligulata,TRUE
Dinebra neesii,TRUE
Dinebra panicea,FALSE
Dinebra retroflexa,FALSE
Dinebra simoniana,TRUE
Dinebra southwoodii,TRUE
Dinghoua globularis,TRUE
Dinosperma erythrococcum,TRUE
Dinosperma erythrococcum,TRUE
Dinosperma longifolium,TRUE
Dinosperma melanophloium,TRUE
Dinosperma melanophloium,TRUE
Dinosperma stipitatum,TRUE
Dinosperma stipitatum,TRUE
Diocirea acutifolia,TRUE
Diocirea microphylla,TRUE
Diocirea ternata,TRUE
Diocirea violacea,TRUE
Dioclea hexandra,TRUE
Diodia teres,FALSE
Diodontium filifolium,TRUE
Dioscorea alata,TRUE
Dioscorea bulbifera,TRUE
Dioscorea bulbifera var. bulbifera,TRUE
Dioscorea bulbifera var. elongata,TRUE
Dioscorea hastifolia,TRUE
Dioscorea pentaphylla,TRUE
Dioscorea pentaphylla var. papuana,TRUE
Dioscorea transversa,TRUE
Diospyros areolifolia,TRUE
Diospyros australis,TRUE
Diospyros calycantha,TRUE
Diospyros compacta,TRUE
Diospyros rugosula,TRUE
Diospyros laurina,TRUE
Diospyros fasciculosa,TRUE
Diospyros humilis,TRUE
Diospyros geminata,TRUE
Diospyros granitica,TRUE
Diospyros hebecarpa,TRUE
Diospyros hemicycloides,TRUE
Diospyros humilis,TRUE
Diospyros kaki,FALSE
Diospyros laurina,TRUE
Diospyros littorea,TRUE
Diospyros mabacea,TRUE
Diospyros yandina,TRUE
Diospyros yandina,TRUE
Diospyros maritima,TRUE
Diospyros peninsularis,TRUE
Diospyros pentamera,TRUE
Diospyros pluviatilis,TRUE
Diospyros rheophila,TRUE
Diospyros rugosula,TRUE
Diospyros rheophila,TRUE
Diospyros rheophila,TRUE
Diospyros areolifolia,TRUE
Diospyros peninsularis,TRUE
Diospyros pluviatilis,TRUE
Diospyros granitica,TRUE
Diospyros compacta,TRUE
Diospyros granitica,TRUE
Diospyros uvida,TRUE
Diospyros sp. Bamaga (B.P.Hyland 2517),TRUE
Diospyros pluviatilis,TRUE
Diospyros hemicycloides,TRUE
Diospyros uvida,TRUE
Diospyros yandina,TRUE
Diplachne fusca,TRUE
Diplachne fusca subsp. muelleri,TRUE
Diplachne fusca,TRUE
Diplachne fusca subsp. uninervia,FALSE
Diplacrum caricinum,TRUE
Diplarrena latifolia,TRUE
Diplarrena moraea,TRUE
Diplarrena latifolia,TRUE
Diplaspis cordifolia,TRUE
Diplaspis hydrocotyle,TRUE
Diplaspis nivis,TRUE
Diplatia furcata,TRUE
Diplatia grandibractea,TRUE
Diplatia tomentosa,TRUE
Diplazium assimile,TRUE
Diplazium australe,TRUE
Diplazium bostockii,TRUE
Diplazium cordifolium,TRUE
Diplazium dameriae,TRUE
Diplazium dietrichianum,TRUE
Diplazium dilatatum,TRUE
Diplazium esculentum,FALSE
Diplazium melanochlamys,TRUE
Diplazium pallidum,TRUE
Diplazium queenslandicum,TRUE
Diplazium squamuligerum,TRUE
Diplocyclos palmatus,TRUE
Diplocyclos palmatus subsp. affinis,TRUE
Diplocyclos palmatus subsp. palmatus,TRUE
Pterostylis pulchella,TRUE
Diploglottis alaticarpa,TRUE
Diploglottis australis,TRUE
Diploglottis bernieana,TRUE
Diploglottis bracteata,TRUE
Diploglottis campbellii,TRUE
Diploglottis australis,TRUE
Diploglottis diphyllostegia,TRUE
Diploglottis harpullioides,TRUE
Diploglottis macrantha,TRUE
Diploglottis obovata,TRUE
Diploglottis pedleyi,TRUE
Diploglottis smithii,TRUE
Diplolaena andrewsii,TRUE
Diplolaena angustifolia,TRUE
Diplolaena cinerea,TRUE
Diplolaena dampieri,TRUE
Diplolaena drummondii,TRUE
Diplolaena eneabbensis,TRUE
Diplolaena ferruginea,TRUE
Diplolaena geraldtonensis,TRUE
Diplolaena grandiflora,TRUE
Diplolaena graniticola,TRUE
Diplolaena leemaniana,TRUE
Diplolaena microcephala,TRUE
Diplolaena mollis,TRUE
Diplolaena obovata,TRUE
Diplolaena velutina,TRUE
Diplopeltis eriocarpa,TRUE
Diplopeltis huegelii,TRUE
Diplopeltis huegelii subsp. huegelii,TRUE
Diplopeltis huegelii subsp. subintegra,TRUE
Diplopeltis intermedia,TRUE
Diplopeltis intermedia var. incana,TRUE
Diplopeltis intermedia var. intermedia,TRUE
Diplopeltis petiolaris,TRUE
Diplopeltis stuartii,TRUE
Diplopeltis stuartii var. glandulosa,TRUE
Diplopeltis stuartii var. stuartii,TRUE
Amphipogon setaceus,TRUE
Diplopterygium longissimum,TRUE
Triflorensia cameronii,TRUE
Diplotaxis muralis,FALSE
Diplotaxis tenuifolia,FALSE
Dipodium pictum,TRUE
Dipodium pictum,TRUE
Dipogon lignosus,FALSE
Dipsacus fullonum,FALSE
Dipsacus sativus,FALSE
Dipteracanthus australasicus,TRUE
Dipteracanthus australasicus subsp. australasicus,TRUE
Dipteracanthus australasicus subsp. corynothecus,TRUE
Dipteracanthus australasicus subsp. glabratus,TRUE
Dipteracanthus bracteatus,TRUE
Dipteracanthus chichesterensis,TRUE
Dipteracanthus prostratus,FALSE
Dipteracanthus sp. Kalpowar (D.G.Fell+ DGF2969B),TRUE
Dipteris conjugata,TRUE
Disakisperma dubium,FALSE
Discaria nitida,TRUE
Discaria pubescens,TRUE
Dischidia litoralis,TRUE
Dischidia litoralis,TRUE
Dischidia major,TRUE
Dischidia nummularia,TRUE
Dischidia ovata,TRUE
Dischisma arenarium,FALSE
Dischisma capitatum,FALSE
Diselma archeri,TRUE
Disphyma crassifolium subsp. clavellatum,TRUE
Disphyma crassifolium,TRUE
Disphyma crassifolium subsp. clavellatum,TRUE
Dissiliaria baloghioides,TRUE
Dissiliaria indistincta,TRUE
Dissiliaria laxinervis,TRUE
Dissiliaria muelleri,TRUE
Dissiliaria surculosa,TRUE
Dissiliaria tuckeri,TRUE
Dissocarpus biflorus,TRUE
Dissocarpus biflorus var. biflorus,TRUE
Dissocarpus biflorus var. cephalocarpus,TRUE
Dissocarpus biflorus var. villosus,TRUE
Dissocarpus fontinalis,TRUE
Dissocarpus latifolius,TRUE
